"Please complete this information to verify your eligibility.", "Completa queste informazioni per verificare la tua idoneità."
"More information here", "Maggiori informazioni qui"
"Civility", "Titolo"
"M.", "Signore"
"Mrs", "Signora"
"Birth name", "Cognome"
"Your maiden name should not exceed 64 characters", "Il cognome non deve superare i 64 caratteri"
"Phone number", "Numero di telefono"
"Your date of birth", "Data di nascita"
"Your postal code of birth", "Comune di nascita"
"Your birth date must be valid in the format « DD/MM/YYYY » and your birth postal code must consist of 5 digits without spaces (99 in the case of a foreign country)", "Il formato della data di nascita deve essere GG/MM/AAAA e il cap del comune di nascita deve essere di 5 cifre senza spazi (99 nel caso di un Paese di nascita al di fuori della Francia)."
"Your birth postal code must consist of 5 digits without spaces.", "Il cap del comune di nascita deve essere composto da 5 cifre senza spazi (99 nel caso di un Paese di nascita al di fuori della Francia)."
"Phone number is invalid.", "Il numero di telefono non è valido."
"Civility is invalid.", "Il genere non è valido."
"Civility is invalid.", "Il genere non è obbligatorio."
"Birth date is invalid.", "La data di nascita non è valida."
"Birth date is mandatory.", "La data di nascita è obbligatoria."
"Your postal code of birth must be composed of 5 digits without spaces (99 in the case of a country of birth abroad)", "Il cap del comune di nascita deve essere composto da 5 cifre senza spazi (99 nel caso di un Paese di nascita al di fuori della Francia)."
"Please enter a valid phone number.", "Inserire un numero di telefono valido."
"You must be over 18 years old.", "Deve avere più di 18 anni."
"Maiden name is invalid.", "Il cognome non è valido."
"Payment date is invalid.", "La data di pagamento non è valida."
"By validating this information, you agree that your data will be used for the purpose of evaluating your eligibility for payment in installments.","Prendo atto che i miei dati personali saranno trattati da FLOA ai fini dell'esame della mia richiesta di finanziamento, della gestione del contratto di credito e, ove applicabile, del recupero crediti. Per ulteriori informazioni,"
"More information here.","fare clic qui."
"To continue, you must agree to your personal data being processed by FLOA.","Per continuare, è necessario acconsentire al trattamento dei tuoi dati personali da parte di FLOA."
"By validating your choice of payment, you have read and accept the general conditions of payment in installments of FLOA.","Scegliendo questo metodo di pagamento, accetti le"
"See here.","condizioni generali di pagamento a rate di FLOA."
"To continue, please accept the terms and conditions.","Per continuare, è necessario accettare i termini e le condizioni generali di FLOA."
"An error has occurred, please try again in a few moments...", "Si è verificato un errore, riprovi tra qualche istante..."
"Sorry, your financing request was not accepted by Floa Bank.", "Siamo spiacenti, la sua richiesta di finanziamento non è stata accettata da Floa Bank."
"The financing is fully managed by Floa Bank which reserves the right of refusal according to its own rules.", "Il finanziamento è interamente gestito da Floa Bank che si riserva il diritto di rifiuto secondo le proprie regole."
"The reason for refusal cannot be be communicated to you because of banking secrecy.", "Il motivo del rifiuto non può essere comunicato a causa del segreto bancario."
"Successfully created Floa Bank Payment. Redirecting customer & awaiting payment return.", "Pagamento Floa Bank creato con successo. Reindirizzamento del cliente e attesa della dilazione di pagamento. "
"Payment captured", "Pagamento acquisito"
"Payment authorization accepted", "Autorizzazione di pagamento accettata"
"Capture payment required", "Cattura di pagamento richiesta"
"Order payment refused", "Pagamento rifiutato"
"Order is canceled", "L'ordine è stato annullato"
"There was an error when validating your payment. Please try again or contact us if the problem persists.", "Si è verificato un errore durante l'elaborazione del pagamento. Riprovi o ci contatti se il problema persiste."
"Bad request", "Richiesta non valida"
"No schedules found...", "Scadenzario non trovato…"
"Rank", "Scadenza"
"Date", "Data"
"Due amount", "Importo"
"State", "Stato"
"Fees amount", "Ammontare delle spese"
"FLOA Pay order reference", "Riferimento FLOA Pay"
"FLOA Pay Payment information", "FLOA Pay Informazioni sul pagamento"
"This is a required field.", "Campo obbligatorio."
"Technical error on Floa Bank payment validation", "Errore tecnico al momento della convalida del pagamento FLOA Bank"
"PLEASE NOTE, payment capture has not yet been performed for this order.", "ATTENZIONE, la cattura del pagamento non è stata ancora eseguita per questo ordine."
"Capture payment","Capturar o pagamento"
"Make refund", "Effettuare un rimborso"
"Refunds", "Rimborsi"
"Schedules", "Scadenzario"
"Order successfully captured.", "Pagamento autorizzato con successo."
"The amount to be refunded is invalid.", "L'importo da rimborsare non è corretto."
"Refund successfully completed.", "Rimborso completato con successo."
"Maximum refund amount", "Importo massimo del rimborso"
"* The financing fees will be calculated according to your deferral period.", "* Le spese di finanziamento saranno calcolate in base al periodo di dilazione."
"Up to", "fino a"
"of fees*", "di commissioni"
"Tax identification number is mandatory.", "Il codice fiscale è obbligatorio."
"Tax identification number", "Codice fiscale"
"Tax identification number is not valid.", "Il codice fiscale non è valido."
"Place Order", "Invia ordine"
"without fees", "senza interessi"
"Pay in", "Paga in"
"Your payment in several time", "Il tuo pagamento a rate"
"for an amount of", "per un importo di"
"For this purchase, you can pay in :", "Per questo acquisto puoi pagare in :"
"Deferred payment", "Pagamento differito"
"Payment in", "Pagamento in"
"Pay today", "Paga oggi"
"Pay today :", "Paga oggi :"
"Followed by 9 monthly payments", "Seguito da 9 pagamenti mensili"
"Today", "Oggi"
"Total:", "Totale :"
"Including fees:", "Di cui commissioni :"
"How it works ?", "Come funziona?"
"At checkout choose FLOA", "Al momento del pagamento scegli FLOA"
"Enter your bank details on the secure FLOA platform", "Inserisci i tuoi dati bancari sulla piattaforma sicura FLOA"
"And that's it. As easy as paying cash.", "Fatto! Semplice come pagare in contanti."
"You get an immediate response.", "Riceverai una risposta immediata"
"Subject to acceptance by FLOA. You have a withdrawal period.", "Soggetta all’accettazione della richiesta da parte di FLOA. Hai diritto a un periodo di recesso."
"Consult the", "Condizioni generali"
"conditions here", "disponibli qui"
"PAYLATER", "PAYLATER"
