"Payment in", "Pago en"
"Pay today", "Paga hoy"
"Pay today :", "Hoy :"
"Followed by 9 monthly payments", "Seguido de 9 pagos mensuales"
"Today", "Hoy"
"Total:", "Total :"
"Including fees:", "Gastos incluidos :"
"How it works ?", "¿Cómo funciona?"
"At checkout choose FLOA", "En el momento del pago, elige FLOA"
"Enter your bank details on the secure FLOA platform", "Indica tus datos bancarios de forma segura en la plataforma de FLOA"
"And that's it. As easy as paying cash.", "Y ya está. Es tan fácil como un pago al contado."
"You get an immediate response.", "Tendrás una respuesta inmediata"
"Subject to acceptance by FLOA. You have a withdrawal period.", "La financiación está sujeta a la aceptación de FLOA. Dispone de 14 días naturales para ejercer su derecho de desistimiento."
"Consult the", "Consulta las"
"conditions here", "condiciones aquí"
"PAYLATER", "PAYLATER"
